TOTAL_SECONDS,SNIPPETS,through_put_rows,through_put_size
1,1,1,88
0,1,0,0
1,2,1,24
1,1,859,17180
0,1,0,0
1,2,12297,25233444
0,1,0,0
1,1,1,28
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
16,2,2,44
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
2,1,29,458
34,13,56,4690
2,3,527,137804
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
1,1,1,8
0,1,0,0
0,1,0,0
1,1,1,8
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
2,2,1,12
1,1,1741,34820
0,2,0,0
0,1,0,0
0,2,0,0
0,2,0,0
2,1,1,8
0,2,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
1,1,3660,73200
0,1,0,0
2,2,1,12
1,1,1,16
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,5,0,0
0,2,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
10,5,703,667177
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,1,24
0,1,0,0
6,5,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,2,1,12
0,1,0,0
0,1,0,0
2,2,1,12
1,1,1,16
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
3,10,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,28
1,1,30199,11055508
0,1,0,0
0,1,0,0
0,1,0,0
17,1,86403,10986623
26,1,16963,8206132
1,1,1,12
15,1,368294,9097518
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,4,0,0
0,2,0,0
0,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,4,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
46,20,0,0
1,5,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,0,0
1,2,1,24
1,2,1,12
226,1,19680,9761457
95,1,29880,8326833
1,1,1,8
0,1,0,0
1,1,0,0
0,2,0,0
1,4,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
326,163,242,122456
0,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,4,0,0
0,1,0,0
0,2,0,0
0,1,0,0
1,1,1,12
1,1,1,88
1,1,1,16
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
97,11,28,8833
0,1,0,0
0,1,0,0
2,11,3140,976160
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,11,3664,1142836
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,12
1,1,1,12
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
28,6,368,11779
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,88
0,1,0,0
0,1,0,0
2,3,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
3,2,0,9
1,2,1,28
3,1,26282,12598653
0,1,0,0
0,1,0,0
11,2,6093,97491
0,1,0,0
2,2,1,24
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,1,24
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
33,3,4,279
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
1,4,2136,417164
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,20
0,1,0,0
0,3,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,12
0,2,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
1,2,1,24
0,1,0,0
0,1,0,0
1,2,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
1,1,3658,73160
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,2,0,0
0,1,0,0
1,1,1,8
1,3,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
1,1,1,8
1,1,1,24
0,1,0,0
1,2,1,24
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,2770,55400
0,1,0,0
0,1,0,0
3,2,0,8
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,3659,73180
0,1,0,0
0,1,0,0
1,2,1,28
0,1,0,0
0,2,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
3,5,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,1,24
1,2,1,24
1,2,1,24
1,1,1,8
6,6,211,17358
4,4,0,3
0,3,0,0
1,4,1,12
0,1,0,0
1,4,1,12
0,1,0,0
0,1,0,0
4,11,2315,716046
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,3,0,0
0,1,0,0
0,1,0,0
1,4,1,12
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
5,4,0,2
0,1,0,0
0,1,0,0
2,3,1,6
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,2,0,0
0,1,0,0
1,2,1,24
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,2,0,0
1,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
140,1,16567,8118769
0,1,0,0
0,1,0,0
1,5,1,8
0,1,0,0
2,11,1104,343314
0,1,0,0
0,1,0,0
68,1,250050,21373625
5,2,10586,21722882
0,4,0,0
1,4,1,12
0,1,0,0
5,15,0,2
1,2,1,20
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,25,500
0,2,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,3614,101192
0,1,0,0
0,1,0,0
2,2,1,12
3,1,0,3
3,7,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
27,1,1110963,39994677
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
1,1,1,8
0,1,0,0
1,2,1,24
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
3,3,0,0
0,1,0,0
0,2,0,0
3,9,1995,55851
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,200,9904
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
1,1,1,8
1,1,1,8
0,1,0,0
39,2,297621,13095342
0,1,0,0
0,1,0,0
8,3,544,56607
1,2,1,24
1,1,1,8
0,1,0,0
1,2,1,24
0,1,0,0
0,2,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
3,7,263,11448
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
4,1,0,3
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
1,1,1,12
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,0,0
0,1,0,0
1,1,1,8
1,2,23,552
1,1,1,88
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,2,0,0
1,1,1,12
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
1,1,1,88
1,1,1,8
1,1,11211,2922580
1,1,1,88
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,1,24
0,4,0,0
0,2,0,0
2,1,1038,20750
2,1,1747,34940
0,1,0,0
0,1,0,0
0,1,0,0
2,3,33513,2278850
1,4,1,12
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,7,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,16
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
4,3,0,3
2,4,1,6
0,1,0,0
1,4,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
45,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
1,1,1,12
0,1,0,0
1,1,1,12
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
53,26,71032,3302078
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
2,5,1,4
1,1,0,0
1,1,1,28
0,1,0,0
0,1,0,0
0,1,0,0
1,5,1,8
0,1,0,0
1,1,1,12
0,1,0,0
1,1,0,0
4,2,7434,4338705
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
21,3,0,1
2,4,1,6
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,20
1,4,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
30,16,76027,13354362
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
5,1,0,0
0,1,0,0
1,1,1,88
0,1,0,0
1,1,0,0
0,1,0,0
1,2,1,24
0,1,0,0
0,1,0,0
28,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,1,24
0,1,0,0
1,7,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
1,1,1,20
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
1,1,1,12
1,1,1,12
0,1,0,0
0,1,0,0
0,1,0,0
13,1,88739,11097674
1,1,0,0
1,2,1,24
46,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,88
0,2,0,0
0,2,0,0
0,2,0,0
0,1,0,0
3,6,176,68631
0,1,0,0
4,1,0,3
2,1,35360,3241482
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
2,8,0,0
0,1,0,0
312,1,54336,5650902
0,1,0,0
1,2,1,24
0,2,0,0
1,1,1,16
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,16
2,3,4697,580658
1,2,103713,4978224
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
1,1,65210,10193104
0,1,0,0
0,1,0,0
0,1,0,0
1,4,1,12
0,5,0,0
5,5,0,2
8,6,0,2
0,3,0,0
2,6,1,6
0,4,0,0
1,3,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,11,94,29372
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
2,1,126,2510
0,1,0,0
0,1,0,0
4,1,903,18060
0,1,0,0
814,14,117,1870
0,1,0,0
0,1,0,0
0,1,0,0
192,9,85,8860
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,16
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,3202,89656
0,1,0,0
0,1,0,0
1,1,1,88
0,1,0,0
0,1,0,0
4,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
1,2,1,24
1,1,2176,43520
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
1,4,0,0
0,1,0,0
0,1,0,0
0,4,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
2,5,0,0
0,2,0,0
0,1,0,0
419,1,222462,8406948
0,1,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
0,1,0,0
3,11,824,257108
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1547,30940
0,1,0,0
2,11,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,3325,66500
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,16
0,1,0,0
0,1,0,0
0,1,0,0
1,1,796,15920
0,1,0,0
0,1,0,0
4,2,6,125
0,1,0,0
0,1,0,0
0,1,0,0
1,2,150,9824
4,12,0,0
0,1,0,0
3,6,1415,95544
0,1,0,0
3,1,0,9
0,1,0,0
1,3,1,12
2,2,1,6
0,1,0,0
3,4,0,4
1,1,4,368
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,5,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,4,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,6,0,0
1,1,4218,118104
0,1,0,0
0,1,0,0
0,1,0,0
0,4,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
19,3,0,1
0,3,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
1,1,1,12
5,1,624495,9980619
1,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
248,2,11861,24338424
0,1,0,0
0,1,0,0
1,2,1,12
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,28
0,1,0,0
1,1,1,20
0,1,0,0
0,1,0,0
0,4,0,0
27,1,16335,7902361
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,12
0,1,0,0
148,1,58449,17253789
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,2,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,1,1,4
0,1,0,0
0,1,0,0
0,2,0,0
1,1,1,8
1,1,1,8
1,1,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,3,1,12
0,1,0,0
1,1,1,12
1,2,1,24
29,2,0,1
0,1,0,0
0,1,0,0
1,1,1,8
1,2,1,24
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
11,14,626,55112
0,1,0,0
3,9,1,57
0,2,0,0
0,1,0,0
1,1,1,20
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
5,2,1854588,59346822
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
6,20,0,0
0,1,0,0
0,1,0,0
3,1,0,3
0,1,0,0
0,1,0,0
4,6,33162,8919103
2,8,11,352
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,1,1748,48930
13,13,77,6123
2,2,1,12
1,1,1,88
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,16
0,1,0,0
0,1,0,0
4,4,1766,299266
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
1,1,1,88
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
1,1,1,20
1,1,0,0
1,1,1,8
3,1,0,9
0,1,0,0
1,1,3594,100632
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,1,12695,914040
1,1,1,12
0,1,0,0
0,1,0,0
2,3,1,6
0,1,0,0
0,1,0,0
0,1,0,0
1,2,1,24
0,1,0,0
0,1,0,0
0,1,0,0
2,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
233,1,401033,15155191
5,2,13313,27318686
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,5,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,2,0,0
0,2,0,0
0,1,0,0
0,1,0,0
1,1,1,12
1,2,1,28
0,1,0,0
0,1,0,0
0,1,0,0
1,2,1,28
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
1,2,62230,995680
8,28,1,60
4,4,0,0
0,1,0,0
0,1,0,0
1,5,1,8
0,1,0,0
0,1,0,0
1,5,1,8
1,1,1,28
0,1,0,0
5,11,583,182582
0,1,0,0
1,1,1,28
0,1,0,0
0,1,0,0
1,1,1,28
1,4,14767,531612
1,3,1,12
0,1,0,0
0,1,0,0
0,1,0,0
1,1,63,1260
2,1,289,5780
1,1,1,8
4,4,7774,1026593
0,2,0,0
0,1,0,0
1,2,1,24
0,1,0,0
1,1,1,12
1,1,3439,68780
1,4,1,12
1,1,1,8
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,5,0,0
0,5,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
4,9,1916,259650
0,1,0,0
0,1,0,0
0,1,0,0
1,2,1,24
2,3,2711,75894
1,1,1,8
0,1,0,0
0,1,0,0
2,2,16631,6809708
1,2,72060,2017680
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,3,1,12
3,1,0,3
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,0,0
3,1,0,3
1,1,1,8
0,2,0,0
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,3,1,12
0,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,2,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
1,1,3411,68220
0,2,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
1,2,1,32
1,2,25,500
0,1,0,0
0,1,0,0
1,2,0,0
1,1,3579,100212
1,1,1,12
1,1,1,24
0,1,0,0
0,1,0,0
0,2,0,0
0,1,0,0
1,1,1,12
0,1,0,0
0,1,0,0
0,1,0,0
1,1,0,0
2,1,1,4
0,1,0,0
0,2,0,0
0,1,0,0
0,2,0,0
0,1,0,0
1,4,31926,4216156
0,1,0,0
0,1,0,0
1,2,1,28
0,2,0,0
19,5,394,375859
0,1,0,0
98,13,51702,8406936
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,88
0,1,0,0
2,1,1,6
0,1,0,0
1,1,3641,72820
0,1,0,0
0,2,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,1,0,0
0,1,0,0
1,2,1,24
0,1,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,1,0,0
1,2,1,24
2,2,1,12
0,1,0,0
2,1,1,4
2,1,1,4
0,2,0,0
1,1,1,16
1,1,1,36
1,1,0,0
5,2,5,80
1,3,1,20
3,5,0,0
0,1,0,0
1,2,24,576
0,1,0,0
0,2,0,0
1,2,1,32
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,1,1,8
1,2,1,24
0,1,0,0
0,1,0,0
0,1,0,0
7,2,0,3
0,3,0,0
0,1,0,0
